rating;name;release_date;comment;like;platform
2.5;Anacapri - The Dream Review;13 yrs ago;0;3;PC
2;Instinct Review;13 yrs ago;0;2;PC
5.5;Naruto: Uzumaki Chronicles 2 Review;13 yrs ago;0;0;PS2
8;Medieval II: Total War Kingdoms Review;13 yrs ago;1;17;PC
6.5;ThreadSpace: Hyperbol Review;13 yrs ago;0;0;PC
2;Milon's Secret Castle Review;13 yrs ago;1;7;NES
6.5;World Sports Competition Review;13 yrs ago;0;0;TG16
2;Cyberball 2072 Review;13 yrs ago;0;1;X360
5;Tiger Woods PGA Tour 08 Review;13 yrs ago;0;2;PS2
5.5;Operation: Vietnam Review;13 yrs ago;0;0;DS
6.5;Bonk 3: Bonk's Big Adventure Review;13 yrs ago;0;1;TG16
3;Donkey Kong Jr. Math Review;13 yrs ago;0;1;NES
7;Stranglehold Review;13 yrs ago;1;4;X360
7;Medal of Honor: Airborne Review;13 yrs ago;2;1;X360
7;Medal of Honor: Airborne Review;13 yrs ago;1;5;PC
6.5;Naruto: Ultimate Ninja Heroes Review;13 yrs ago;0;6;PSP
7.5;MotoGP 07 Review;13 yrs ago;0;4;X360
6.5;Adventure Island Review;13 yrs ago;0;2;NES
7;Kirby's Dream Course Review;13 yrs ago;0;0;SNES
4;Drop Off Review;13 yrs ago;0;0;TG16
4.5;Lair Review;13 yrs ago;2;3;PS3
7;Two Worlds Review;13 yrs ago;1;2;X360
7.5;Two Worlds Review;13 yrs ago;9;10;PC
8.5;Tom Clancy's Ghost Recon Advanced Warfighter 2 Review;13 yrs ago;1;0;PS3
7;Tiger Woods PGA Tour 08 Review;13 yrs ago;0;0;WII
7.5;Wild ARMs 5 Review;13 yrs ago;0;5;PS2
5;Dungeons & Dragons Tactics Review;13 yrs ago;0;0;PSP
5;Dynasty Warriors: Gundam Review;13 yrs ago;0;0;X360
5;Dynasty Warriors: Gundam Review;13 yrs ago;0;0;PS3
8;Streets of Rage 2 Review;13 yrs ago;3;1;X360
7.5;Super Puzzle Fighter II Turbo HD Remix Review;13 yrs ago;0;1;X360
7.5;Super Puzzle Fighter II Turbo HD Remix Review;13 yrs ago;1;2;PS3
3.5;Star Soldier Review;13 yrs ago;0;0;NES
8.5;Warhawk Review;13 yrs ago;2;6;PS3
6;Blue Dragon Review;13 yrs ago;7;6;X360
6.5;Tiger Woods PGA Tour 08 Review;13 yrs ago;0;1;X360
7;Tiger Woods PGA Tour 08 Review;13 yrs ago;0;0;PS3
8;Dynamite Headdy Review;13 yrs ago;0;0;GEN
7.5;Stuntman Ignition Review;13 yrs ago;1;0;X360
7.5;Stuntman Ignition Review;13 yrs ago;0;1;PS3
7.5;Stuntman Ignition Review;13 yrs ago;0;0;PS2
3.5;Labyrinth Review;13 yrs ago;0;0;DS
8.5;Metroid Prime 3: Corruption Review;13 yrs ago;16;12;WII
8.5;Super Metroid Review;13 yrs ago;15;5;SNES
5.5;Metroid Review;13 yrs ago;20;1;N/A
6;Chameleon: To Dye For! Review;13 yrs ago;0;0;DS
7.5;Luminous Arc Review;13 yrs ago;0;1;DS
7.5;Rune Factory: A Fantasy Harvest Moon Review;13 yrs ago;0;3;DS
5.5;Street Trace: NYC Review;13 yrs ago;0;0;X360
6.5;Fatal Fury Battle Archives Volume 1 Review;13 yrs ago;0;0;PS2
7.5;Destination: Treasure Island Review;13 yrs ago;0;4;PC
4;Sword of the New World: Granado Espada Review;13 yrs ago;3;0;PC
7;Brain Age 2: More Training in Minutes a Day Review;13 yrs ago;1;1;DS
7.5;Space Giraffe Review;13 yrs ago;0;2;X360
9;BioShock Review;13 yrs ago;6;31;PC
8;Madden NFL 08 Review;13 yrs ago;0;1;DS
6;Crazy Taxi: Fare Wars Review;13 yrs ago;0;5;PSP
7;Cookie & Cream Review;13 yrs ago;0;0;DS
6.5;Madden NFL 08 Review;13 yrs ago;0;5;PC
9;BioShock Review;13 yrs ago;34;6;X360
8;Jeanne D'Arc Review;13 yrs ago;4;4;PSP
6.5;Ecco the Dolphin Review;13 yrs ago;0;0;X360
7.5;Madden NFL 08 Review;13 yrs ago;0;3;PS2
7.5;Madden NFL 08 Review;13 yrs ago;0;1;XBOX
7.5;Madden NFL 08 Review;13 yrs ago;0;1;GC
3.5;Escape from Bug Island Review;13 yrs ago;1;1;WII
7.5;Hexic 2 Review;13 yrs ago;0;0;X360
7;Madden NFL 08 Review;13 yrs ago;0;1;PSP
6.5;Brave Story: New Traveler Review;13 yrs ago;1;0;PSP
7;Attack on Pearl Harbor Review;13 yrs ago;2;4;PC
6;Mega Man Star Force: Dragon Review;13 yrs ago;0;0;DS
6;Mega Man Star Force: Leo Review;13 yrs ago;0;0;DS
6;Mega Man Star Force: Pegasus Review;13 yrs ago;0;1;DS
4.5;Cratermaze Review;13 yrs ago;0;0;TG16
5.5;Driver: Parallel Lines Review;13 yrs ago;0;12;PC
8;Madden NFL 08 Review;13 yrs ago;1;0;WII
5.5;Heroes of Mana Review;13 yrs ago;0;1;DS
7.5;Tomb Raider: Anniversary Review;13 yrs ago;0;2;PSP
8.5;Madden NFL 08 Review;13 yrs ago;0;0;X360
8.5;Madden NFL 08 Review;13 yrs ago;0;6;PS3
5.5;Boogie Review;13 yrs ago;0;0;WII
4.5;Combat Mission: Shock Force Review;13 yrs ago;0;0;PC
7;Galaga '90 Review;13 yrs ago;0;1;TG16
3;Mach Rider Review;13 yrs ago;0;1;NES
7;Riviera: The Promised Land Review;13 yrs ago;1;0;PSP
6;Track & Field Review;13 yrs ago;0;0;X360
6.5;Balloon Fight Review;13 yrs ago;0;0;NES
6.5;Smash Court Tennis 3 Review;13 yrs ago;0;1;PSP
6;International Cricket Captain III Review;13 yrs ago;0;14;PC
6;Final Fantasy II: Anniversary Edition Review;13 yrs ago;0;0;PSP
7.5;Glory Days 2 Review;13 yrs ago;0;1;DS
5;Spyglass Board Games Review;13 yrs ago;0;1;X360
5;Harry Potter and the Order of the Phoenix Review;13 yrs ago;0;0;PSP
6;Enemy Engaged 2 Review;13 yrs ago;1;8;PC
6.5;Marathon: Durandal Review;13 yrs ago;1;0;X360
7.5;Shining Force Review;13 yrs ago;1;6;GEN
6;NASCAR 08 Review;13 yrs ago;0;3;PS2
6.5;Ratatouille Review;13 yrs ago;0;0;PSP
7;Ratatouille Review;13 yrs ago;0;1;DS
6.5;Ratatouille Review;13 yrs ago;0;0;GBA
6;NASCAR 08 Review;13 yrs ago;0;0;PS3
6;NASCAR 08 Review;13 yrs ago;0;0;X360
5.5;Driver: Parallel Lines Review;13 yrs ago;0;1;WII
1.5;Deal or No Deal Review;13 yrs ago;1;5;DS
8;Picross DS Review;13 yrs ago;0;0;DS
4;Gods: Lands of Infinity Review;13 yrs ago;0;15;PC
7;Rugby 08 Review;13 yrs ago;0;7;PS2
7.5;Mario Strikers Charged Review;13 yrs ago;1;2;WII
6.5;Super Contra Review;13 yrs ago;0;8;X360
6;Tales of the World: Radiant Mythology Review;13 yrs ago;0;3;PSP
6;Hot Wheels Ultimate Racing Review;13 yrs ago;0;0;PSP
5;Alien Syndrome Review;13 yrs ago;0;0;WII
5;Alien Syndrome Review;13 yrs ago;0;0;PSP
4;Wing Commander Arena Review;13 yrs ago;0;0;X360
4.5;Dynasty Warriors DS: Fighter's Battle Review;13 yrs ago;0;0;DS
7.5;Devil's Crush Review;13 yrs ago;0;1;TG16
6;The Guild 2: Pirates Of The High Seas Review;13 yrs ago;0;2;PC
5;Yoshi Review;13 yrs ago;0;1;NES
8.5;Civilization IV: Beyond the Sword Review;13 yrs ago;0;0;PC
4;Transformers: The Game Review;13 yrs ago;0;1;PSP
4;B-17: Fortress in the Sky Review;13 yrs ago;0;1;DS
8.5;Shin Megami Tensei: Persona 3 Review;13 yrs ago;0;8;PS2
5;Hot Shots Tennis Review;13 yrs ago;0;3;PS2
3.5;Fantastic 4: Rise of the Silver Surfer Review;13 yrs ago;0;0;DS
7.5;Air Zonk Review;13 yrs ago;0;0;TG16
4.5;Steel Horizon Review;13 yrs ago;0;1;PSP
7;Guitar Hero Encore: Rocks the 80s Review;13 yrs ago;0;0;PS2
7;Tom Clancy's Ghost Recon Advanced Warfighter 2 Review;13 yrs ago;9;2;PC
8;NCAA Football 08 Review;13 yrs ago;0;0;PS2
8;NCAA Football 08 Review;13 yrs ago;0;0;XBOX
5.5;Project Sylpheed Review;13 yrs ago;0;0;X360
3.5;Vampire Rain Review;13 yrs ago;2;2;X360
6.5;Marvel Trading Card Game Review;13 yrs ago;0;0;PC
7.5;All-Pro Football 2K8 Review;13 yrs ago;0;0;X360
7.5;All-Pro Football 2K8 Review;13 yrs ago;0;0;PS3
7.5;Bomberman Live Review;13 yrs ago;0;2;X360
8;NCAA Football 08 Review;13 yrs ago;0;0;PS3
8;NCAA Football 08 Review;13 yrs ago;0;0;X360
6.5;Golden Axe Review;13 yrs ago;2;1;X360
5.5;Yie Ar Kung Fu Review;13 yrs ago;0;0;X360
6.5;PaRappa the Rapper Review;13 yrs ago;0;1;PSP
7;Sonic the Hedgehog Arcade Review;13 yrs ago;1;2;X360
5;Harry Potter and the Order of the Phoenix Review;13 yrs ago;0;0;DS
5;Harry Potter and the Order of the Phoenix Review;13 yrs ago;0;0;GBA
5;Terror Strike: Close Quarters Combat Review;13 yrs ago;0;10;PC
7.5;Nervous Brickdown Review;13 yrs ago;0;0;DS
4.5;Dragon Spirit Review;13 yrs ago;1;0;TG16
2;Call for Heroes: Pompolic Wars Review;13 yrs ago;0;1;PC
4.5;Missile Command Review;13 yrs ago;0;0;X360
2.5;Chicken Shoot Review;13 yrs ago;1;5;WII
5;Hoshigami: Ruining Blue Earth Remix Review;13 yrs ago;0;0;DS
7.5;Touchmaster Review;13 yrs ago;0;0;DS
7;Bloody Wolf Review;13 yrs ago;0;0;TG16
8;Super Mario Bros. 2 Review;13 yrs ago;3;7;NES
7.5;Street Fighter II Turbo: Hyper Fighting Review;13 yrs ago;0;0;SNES
5.5;Dead Reefs Review;13 yrs ago;0;3;PC
1.5;China Warrior Review;13 yrs ago;1;0;TG16
6;NES Open Tournament Golf Review;13 yrs ago;0;0;NES
5;Harry Potter and the Order of the Phoenix Review;13 yrs ago;0;1;X360
5;Harry Potter and the Order of the Phoenix Review;13 yrs ago;0;0;PS2
5;Harry Potter and the Order of the Phoenix Review;13 yrs ago;0;2;WII
5;Harry Potter and the Order of the Phoenix Review;13 yrs ago;0;1;PS3
5;Harry Potter and the Order of the Phoenix Review;13 yrs ago;0;5;PC
7;Super Stardust HD Review;13 yrs ago;0;2;PS3
6.5;Transformers: Autobots Review;13 yrs ago;1;0;DS
6.5;Transformers: Decepticons Review;13 yrs ago;0;1;DS
6;Ratatouille Review;13 yrs ago;0;0;GC
6;Ratatouille Review;13 yrs ago;0;2;PC
6;Ratatouille Review;13 yrs ago;0;2;PS2
6;Ratatouille Review;13 yrs ago;0;0;WII
6;Ratatouille Review;13 yrs ago;0;1;XBOX
4.5;Ratatouille Review;13 yrs ago;0;0;X360
7;The BIGS Review;13 yrs ago;0;1;WII
9;Ninja Gaiden Sigma Review;13 yrs ago;6;4;PS3
5.5;Pokemon Battle Revolution Review;13 yrs ago;5;14;WII
4;Hospital Tycoon Review;13 yrs ago;1;10;PC
3.5;The Adventures of Darwin Review;13 yrs ago;0;1;PS2
5.5;AFL Premiership 2007 Review;13 yrs ago;0;0;PS2
9;Tom Clancy's Rainbow Six Vegas Review;13 yrs ago;2;0;PS3
2;Hour of Victory Review;13 yrs ago;5;6;X360
6;Brothers In Arms Review;13 yrs ago;0;0;DS
7;Dungeon Maker: Hunting Grounds Review;13 yrs ago;0;0;PSP
6.5;Surf's Up Review;13 yrs ago;0;0;DS
5.5;Surf's Up Review;13 yrs ago;0;1;PSP
4.5;Surf's Up Review;13 yrs ago;0;0;GBA
7.5;Overlord Review;13 yrs ago;1;2;X360
7.5;Overlord Review;13 yrs ago;1;5;PC
7.5;Carcassonne Review;13 yrs ago;0;2;X360
7;Lost Planet: Extreme Condition Review;13 yrs ago;0;0;PC
8.5;Mercury Meltdown Revolution Review;13 yrs ago;0;0;WII
8.5;The Darkness Review;13 yrs ago;3;12;X360
8.5;The Darkness Review;13 yrs ago;3;2;PS3
8;The BIGS Review;13 yrs ago;0;0;PSP
2;Defender of the Crown: Heroes Live Forever Review;13 yrs ago;0;4;PC
7.5;The BIGS Review;13 yrs ago;0;0;PS2
6;Transformers: The Game Review;13 yrs ago;0;3;PS2
8;The BIGS Review;13 yrs ago;0;0;PS3
8;The BIGS Review;13 yrs ago;0;0;X360
6;Transformers: The Game Review;13 yrs ago;0;6;X360
6;Transformers: The Game Review;13 yrs ago;0;0;PS3
6;Transformers: The Game Review;13 yrs ago;0;2;WII
7;SimCity DS Review;13 yrs ago;0;0;DS
7.5;Sword of the Stars: Born of Blood Review;13 yrs ago;0;0;PC
8.8;Warhammer 40,000: Dawn of War - Dark Crusade Review;13 yrs ago;0;4;PC
6.3;Dig Dug Review;13 yrs ago;0;0;X360
5.4;World Championship Poker: Featuring Howard Lederer - All In Review;13 yrs ago;0;0;PS2
5.4;World Championship Poker: Featuring Howard Lederer - All In Review;13 yrs ago;0;0;PSP
8.5;Tom Clancy's Splinter Cell Double Agent Review;13 yrs ago;0;2;X360
4.7;Age of Pirates: Caribbean Tales Review;13 yrs ago;0;5;PC
8.1;Battlefield 2142 Review;13 yrs ago;0;4;PC
7.7;Sam & Max Episode 1: Culture Shock Review;13 yrs ago;0;1;PC
6.1;Dynasty Warriors Vol. 2 Review;13 yrs ago;0;2;PSP
8.2;Ace Combat X: Skies of Deception Review;13 yrs ago;0;4;PSP
5.6;Nicktoons Unite! Review;13 yrs ago;0;1;DS
7.3;Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army Review;13 yrs ago;0;1;PS2
8.2;Tom Clancy's Splinter Cell Double Agent Review;13 yrs ago;0;2;PS2
8.5;Tom Clancy's Splinter Cell Double Agent Review;13 yrs ago;0;2;XBOX
8;Work Time Fun Review;13 yrs ago;3;3;PSP
5;Justice League Heroes Review;13 yrs ago;0;0;DS
4.4;Tom Clancy's Ghost Recon Advanced Warfighter Review;13 yrs ago;0;3;PS2
7.2;Dynasty Warriors 5 Empires Review;13 yrs ago;0;1;PS2
7.1;Dynasty Warriors 5 Empires Review;13 yrs ago;0;4;X360
8.2;Midnight Club 3: DUB Edition Remix Review;13 yrs ago;0;6;PS2
8.2;Midnight Club 3: DUB Edition Remix Review;13 yrs ago;0;4;XBOX
8.3;Marvel Ultimate Alliance Review;13 yrs ago;0;0;PSP
6.4;Genji: Days of the Blade Review;13 yrs ago;0;1;PS3
4;UFO: Aftershock Review;13 yrs ago;0;1;PC
8.3;SOCOM: U.S. Navy SEALs Fireteam Bravo 2 Review;13 yrs ago;0;3;PSP
5.8;Space Hack Review;13 yrs ago;0;1;PC
8.2;Guild Wars Nightfall Review;13 yrs ago;0;0;PC
4.9;NBA 07 Review;13 yrs ago;0;0;PS3
5.9;Tom Clancy's Ghost Recon Advanced Warfighter Review;13 yrs ago;0;2;XBOX
7.5;Dungeons & Dragons Online: Stormreach Review;13 yrs ago;0;1;PC
7.2;Warhammer: Mark of Chaos Review;13 yrs ago;0;6;PC
8.2;Tiger Woods PGA Tour 07 Review;13 yrs ago;0;0;PS3
5.1;Rampage: Total Destruction Review;13 yrs ago;0;2;WII
5.5;Red Steel Review;13 yrs ago;1;0;WII
5.2;Altered Beast Review;13 yrs ago;0;1;GEN
6.5;Final Fantasy Anniversary Edition Review;13 yrs ago;1;7;PSP
8.4;Madden NFL 07 Review;13 yrs ago;0;0;WII
7.7;Gunpey Review;13 yrs ago;0;0;PSP
8.8;Syphon Filter: Dark Mirror Review;13 yrs ago;0;1;PSP
9;Metal Gear Solid 3: Subsistence Review;13 yrs ago;1;0;PS2
8;Tom Clancy's Splinter Cell Double Agent Review;13 yrs ago;0;4;PC
6.1;Tom Clancy's Splinter Cell Double Agent Review;13 yrs ago;3;1;GC
6.6;Generation of Chaos Review;13 yrs ago;0;3;PSP
7.4;Blitz: The League Review;13 yrs ago;0;0;X360
8.2;Marvel: Ultimate Alliance Review;13 yrs ago;0;2;PS3
8.2;Marvel: Ultimate Alliance Review;13 yrs ago;0;0;PS2
8.3;Marvel: Ultimate Alliance Review;13 yrs ago;0;0;XBOX
7.3;Cricket 07 Review;13 yrs ago;0;124;PS2
7.2;College Hoops 2K6 Review;13 yrs ago;0;0;X360
4.4;Superman Returns: The Videogame Review;13 yrs ago;0;5;PS2
4.4;Superman Returns: The Videogame Review;13 yrs ago;0;0;XBOX
8;The Sims 2: Open for Business Review;13 yrs ago;0;4;PC
8.8;Burnout Revenge Review;13 yrs ago;0;3;X360
6.4;Mortal Kombat: Unchained Review;13 yrs ago;0;0;PSP
6.7;Tamagotchi Connection: Corner Shop 2 Review;13 yrs ago;0;1;DS
7.4;Bomberman '93 Review;13 yrs ago;0;2;TG16
5.4;Rush Review;13 yrs ago;0;1;PSP
6.2;Tom Clancy's Splinter Cell Double Agent Review;13 yrs ago;0;0;WII
7.1;Need for Speed Carbon Review;13 yrs ago;0;7;WII
7;Cars Review;13 yrs ago;0;5;WII
8.3;Castlevania: Portrait of Ruin Review;13 yrs ago;0;5;DS
5.2;State of Emergency 2 Review;13 yrs ago;0;1;PS2
5.9;Avatar: The Last Airbender Review;13 yrs ago;0;4;GC
5.6;Avatar: The Last Airbender Review;13 yrs ago;0;4;WII
5.9;Avatar: The Last Airbender Review;13 yrs ago;0;4;XBOX
4.9;Eureka Seven - Vol. 1: The New Wave Review;13 yrs ago;0;0;PS2
8.2;Age of Empires: The Age of Kings Review;13 yrs ago;0;2;DS
7;Tomb Raider: Legend Review;13 yrs ago;0;0;GBA
2.1;Land of the Dead: Road to Fiddler's Green Review;13 yrs ago;0;8;PC
7.2;SingStar Rocks! Review;13 yrs ago;0;0;PS2
6.8;Super Swing Golf Review;13 yrs ago;0;2;WII
7.5;Elebits Review;13 yrs ago;0;0;WII
7.9;Resident Evil: Deadly Silence Review;13 yrs ago;1;15;DS
7.7;MX vs. ATV Unleashed Review;13 yrs ago;0;0;PC
8.2;Dominions 3: The Awakening Review;13 yrs ago;0;0;PC
7.7;MX vs. ATV Unleashed Review;13 yrs ago;0;3;XBOX
7.7;MX vs. ATV Unleashed Review;13 yrs ago;0;0;PS2
7.2;Brady Bunch Kung Fu Review;13 yrs ago;0;1;MOBI
7.3;Prince of Persia: The Two Thrones Review;13 yrs ago;0;4;MOBI
6.2;Chaos Field Review;13 yrs ago;0;0;GC
6.3;Band of Bugs Review;13 yrs ago;0;0;X360
7;Call of Juarez Review;13 yrs ago;0;2;PC
7.7;PQ2 Review;13 yrs ago;0;1;PSP
2.6;Fantastic 4: Rise of the Silver Surfer Review;13 yrs ago;0;2;PS2
2.6;Fantastic 4: Rise of the Silver Surfer Review;13 yrs ago;0;2;WII
5.3;Dead Moon Review;13 yrs ago;0;0;TG16
7;Fossil League: Dino Tournament Championship Review;13 yrs ago;0;4;DS
6.3;Juka and the Monophonic Menace Review;13 yrs ago;0;0;GBA
8;The New York Times Crosswords Review;13 yrs ago;0;0;DS
4.5;Art of Fighting Anthology Review;13 yrs ago;0;0;PS2
6.7;Raw Danger Review;13 yrs ago;0;0;PS2
5.6;Ecco the Dolphin Review;13 yrs ago;0;0;GEN
4.7;Bust-a-Move Bash! Review;13 yrs ago;0;0;WII
6;Code Lyoko Review;13 yrs ago;0;4;DS
7.5;Brian Lara International Cricket 2007 Review;13 yrs ago;0;82;X360
7.9;Catan Review;13 yrs ago;0;0;X360
7.3;Big Brain Academy: Wii Degree Review;13 yrs ago;0;1;WII
8;Tomb Raider: Anniversary Review;13 yrs ago;0;3;PS2
7.6;UEFA Champions League 2006-2007 Review;13 yrs ago;0;8;X360
7.8;Test Drive Unlimited Review;13 yrs ago;0;8;PSP
7.5;Test Drive Unlimited Review;13 yrs ago;0;4;PS2
7.8;Test Drive Unlimited Review;13 yrs ago;0;10;X360
7.5;Test Drive Unlimited Review;13 yrs ago;0;2;PC
8.5;Pokémon Diamond/Pokémon Pearl Review;13 yrs ago;0;15;DS
6.3;Raiden III Review;13 yrs ago;0;0;PS2
5.8;The Legend of Heroes III: Song of the Ocean Review;13 yrs ago;1;0;PSP
8.9;Guitar Hero II Review;13 yrs ago;0;3;X360
7.5;Worms Review;13 yrs ago;0;1;X360
6.9;Winning Eleven: Pro Evolution Soccer 2007 Review;13 yrs ago;0;2;DS
7.8;Jade Empire: Special Edition Review;13 yrs ago;0;19;PC
7.6;The Godfather: The Don's Edition Review;13 yrs ago;0;3;PS3
6.7;Diddy Kong Racing DS Review;13 yrs ago;0;0;DS
7;Arthur and the Invisibles Review;13 yrs ago;0;0;DS
7;Arthur and the Invisibles Review;13 yrs ago;0;0;PC
7.2;Lemmings Review;13 yrs ago;0;0;PS3
5.3;Rayman Raving Rabbids Review;13 yrs ago;0;1;GBA
6.5;GripShift Review;13 yrs ago;0;1;PS3
6.4;Online Chess Kingdoms Review;13 yrs ago;0;0;PSP
5.3;Q*bert Review;13 yrs ago;0;0;PS3
5;Fantastic 4: Rise of the Silver Surfer Review;13 yrs ago;0;1;PS3
5;Fantastic 4: Rise of the Silver Surfer Review;13 yrs ago;0;3;X360
6.8;Tom Clancy's Rainbow Six Vegas Review;13 yrs ago;0;3;PSP
6;Puzzle Scape Review;13 yrs ago;0;0;PSP
6.7;Hot Brain Review;13 yrs ago;0;0;PSP
9.1;Resident Evil 4 Wii Edition Review;13 yrs ago;4;41;WII
8.3;DiRT Review;13 yrs ago;1;0;PC
7.2;Naruto: Ultimate Ninja 2 Review;13 yrs ago;0;1;PS2
6.5;UFO: Afterlight Review;13 yrs ago;3;6;PC
6.2;Go! Puzzle Review;13 yrs ago;0;0;PS3
5.8;Scarface: The World Is Yours Review;13 yrs ago;0;1;WII
8.4;GrimGrimoire Review;13 yrs ago;1;1;PS2
6.1;Time Ace Review;13 yrs ago;0;1;DS
7.5;Sonic the Hedgehog 2 Review;13 yrs ago;2;4;GEN
5;Golden Axe II Review;13 yrs ago;1;1;GEN
8.4;Myth III: The Wolf Age Review;13 yrs ago;0;0;PC
5;Monster Madness: Battle for Suburbia Review;13 yrs ago;0;1;X360
8.1;Prince of Persia Classic Review;13 yrs ago;0;17;X360
7;The Sims 2: Pets Review;13 yrs ago;0;0;WII
6.8;Lode Runner Review;13 yrs ago;0;2;NES
6.5;Surf's Up Review;13 yrs ago;0;1;PC
6.2;Surf's Up Review;13 yrs ago;0;0;GC
5.1;Monster Madness: Battle for Suburbia Review;13 yrs ago;0;1;PC
6.2;Surf's Up Review;13 yrs ago;0;0;PS3
6.2;Surf's Up Review;13 yrs ago;0;3;WII
6.2;Surf's Up Review;13 yrs ago;0;1;X360
4.9;Tenchu Z Review;13 yrs ago;4;4;X360
5.6;Dragon Ball Z: Harukanaru Densetsu Review;13 yrs ago;0;0;DS
8;ActRaiser Review;13 yrs ago;0;6;SNES
7.3;Kudos Review;13 yrs ago;1;1;PC
6.9;Kid Chameleon Review;13 yrs ago;3;3;GEN
7.5;Planet Puzzle League Review;13 yrs ago;0;0;DS
5;ToeJam & Earl in Panic on Funkotron Review;13 yrs ago;1;0;GEN
7.4;Call of Juarez Review;13 yrs ago;1;3;X360
8;Tomb Raider: Anniversary Review;13 yrs ago;2;14;PC
5.2;Shrek the Third Review;13 yrs ago;0;2;PSP
3.3;Major League Baseball 2K7 Review;13 yrs ago;0;0;GBA
3.5;J.J. and Jeff Review;13 yrs ago;1;1;TG16
7.9;Pac-Man Championship Edition Review;13 yrs ago;0;2;X360
4.7;LA Street Racing Review;13 yrs ago;0;18;PC
5.2;Joust Review;13 yrs ago;0;0;PS3
2.4;Marine Sharpshooter III Review;13 yrs ago;0;6;PC
6.4;Diner Dash Review;13 yrs ago;0;1;PSP
8.5;Crush Review;13 yrs ago;1;0;PSP
6.9;Zelda II: The Adventure of Link Review;13 yrs ago;0;4;NES
7.5;Spaceforce: Rogue Universe Review;13 yrs ago;0;2;PC
2.5;Championship Sprint Review;13 yrs ago;0;1;PS3
3.3;The Secrets of Atlantis: The Sacred Legacy Review;13 yrs ago;1;3;PC
7.5;Mortal Kombat: Armageddon Review;13 yrs ago;1;2;WII
6.3;Naruto: Ninja Council 3 Review;13 yrs ago;0;3;DS
3.7;Tank Beat Review;13 yrs ago;0;0;DS
6.7;Diner Dash Review;13 yrs ago;0;0;DS
6.9;Shadowrun Review;13 yrs ago;0;1;X360
6.9;Shadowrun Review;13 yrs ago;1;1;PC
6.2;Atelier Iris 3: Grand Phantasm Review;13 yrs ago;0;0;PS2
6.2;Surf's Up Review;13 yrs ago;0;0;PS2
3.2;Legend of the Dragon Review;13 yrs ago;0;0;PSP
4.5;Tamagotchi Party On! Review;13 yrs ago;0;0;WII
4.6;Mad Tracks Review;13 yrs ago;0;3;X360
7.1;Pirates of the Caribbean: At World's End Review;13 yrs ago;1;1;DS
6.5;Taito Legends Power-Up Review;13 yrs ago;0;0;PSP
6.1;Taito Legends 2 Review;13 yrs ago;1;1;PS2
6.5;Marvel Trading Card Game Review;13 yrs ago;0;1;DS
6.9;Loco Mania Review;13 yrs ago;0;8;PC
9.2;Forza Motorsport 2 Review;13 yrs ago;0;4;X360
7.8;Etrian Odyssey Review;13 yrs ago;0;2;DS
5.3;Rampage World Tour Review;13 yrs ago;0;0;PS3
5.2;WarTech: Senko no Ronde Review;13 yrs ago;0;0;X360
6.5;Mario Party 8 Review;13 yrs ago;3;5;WII
8;Donkey Kong Country 2: Diddy's Kong Quest Review;13 yrs ago;1;5;SNES
5.1;Dawn of Mana Review;13 yrs ago;0;0;PS2
7;Halo 2 Review;13 yrs ago;1;3;PC
5.4;Pirates of the Caribbean: At World's End Review;13 yrs ago;1;2;PC
5;Pirates of the Caribbean: At World's End Review;13 yrs ago;0;0;WII
5.4;Pirates of the Caribbean: At World's End Review;13 yrs ago;0;0;PS2
5.4;Pirates of the Caribbean: At World's End Review;13 yrs ago;0;0;PSP
6.8;Shrek the Third Review;13 yrs ago;0;0;DS
5;Shrek the Third Review;13 yrs ago;0;0;GBA
6.2;Pirates of the Caribbean: At World's End Review;13 yrs ago;0;3;X360
5.6;Brooktown High: Senior Year Review;13 yrs ago;0;10;PSP
5.9;Rush 'n Attack Review;13 yrs ago;0;1;X360
6;Pirates of the Caribbean: At World's End Review;13 yrs ago;0;4;PS3
3;Legend of the Dragon Review;13 yrs ago;0;1;PS2
6.5;Xevious Review;13 yrs ago;0;0;X360
3;Legend of the Dragon Review;13 yrs ago;0;0;WII
4.9;Death Jr. and the Science Fair of Doom Review;13 yrs ago;0;0;DS
7.6;Odin Sphere Review;13 yrs ago;1;2;PS2
7.8;Streets of Rage 2 Review;13 yrs ago;1;3;GEN
7.8;Resident Evil 4 Review;13 yrs ago;4;27;PC
7;Blazing Lazers Review;13 yrs ago;0;0;TG16
5.5;Touch the Dead Review;13 yrs ago;0;0;DS
5.3;Innocent Life: A Futuristic Harvest Moon Review;13 yrs ago;0;0;PSP
6.1;Pac-Man Review;13 yrs ago;0;2;NES
5.2;Shrek the Third Review;13 yrs ago;0;3;WII
5.2;Shrek the Third Review;13 yrs ago;0;3;PS2
5.9;Infernal Review;13 yrs ago;0;2;PC
5.1;Heatseeker Review;13 yrs ago;0;0;PSP
3.8;Mighty Bomb Jack Review;13 yrs ago;0;3;NES
7.4;SBK'07 - Superbike World Championship Review;13 yrs ago;0;0;PS2
5;Soltrio Solitaire Review;13 yrs ago;0;0;X360
7.2;Ninja Spirit Review;13 yrs ago;0;1;TG16
8.2;MLB 07: The Show Review;13 yrs ago;0;0;PS3
7.6;Ninja Gaiden Review;13 yrs ago;1;0;NES
5.7;.hack//G.U. vol. 2//Reminisce Review;13 yrs ago;0;1;PS2
